2021-10-09 00:39:29 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 4 ms, 0 Kb
2021-10-09 11:53:28 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/chunk-vendors.a4f0ebe8.css GET: 7 ms, 239 Kb
2021-10-09 11:53:28 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/chunk-vendors.a813cfb2.js GET: 17 ms, 1178 Kb
2021-10-09 11:53:29 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/management/info GET: 3 ms, 0 Kb
2021-10-09 11:53:29 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /fonts/fontawesome-webfont.af7ae505.woff2 GET: 3 ms, 75 Kb
2021-10-09 11:53:32 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 853 ms, 3 Kb
2021-10-09 11:54:42 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /static/loader.png GET: 60 ms, error 404, 0 Kb
2021-10-09 11:54:42 [http-nio-80-exec-2] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.sequence.Sequence[33380b7a-7705-4f65-916b-7e6ecd0cbf20].
2021-10-09 11:54:42 [ForkJoinPool-1-worker-97] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.sequence.Sequence[33380b7a-7705-4f65-916b-7e6ecd0cbf20] for cz.mendelu.dnaAnalyser.sequence.Sequence[33380b7a-7705-4f65-916b-7e6ecd0cbf20].
2021-10-09 11:54:42 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/file POST: 135 ms, 0 Kb
2021-10-09 11:54:42 [ForkJoinPool-1-worker-97] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.sequence.Sequence[33380b7a-7705-4f65-916b-7e6ecd0cbf20].
2021-10-09 11:54:42 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/33380b7a-7705-4f65-916b-7e6ecd0cbf20 GET: 8 ms, 0 Kb
2021-10-09 11:54:43 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 1092 ms, 3 Kb
2021-10-09 11:54:43 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 1045 ms, 3 Kb
2021-10-09 11:54:45 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=0 GET: 849 ms, 1 Kb
2021-10-09 11:54:47 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=0 GET: 842 ms, 1 Kb
2021-10-09 11:54:50 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=1 GET: 848 ms, 2 Kb
2021-10-09 11:54:53 [http-nio-80-exec-6] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[d5194783-f902-4282-9579-5cb895706be2].
2021-10-09 11:54:53 [ForkJoinPool-1-worker-97] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[d5194783-f902-4282-9579-5cb895706be2] for cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[d5194783-f902-4282-9579-5cb895706be2].
2021-10-09 11:54:53 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr POST: 138 ms, 0 Kb
2021-10-09 11:54:53 [ForkJoinPool-1-worker-97] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:53 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/analysis GET: 10 ms, 0 Kb
2021-10-09 11:54:55 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/analysis GET: 7 ms, 0 Kb
2021-10-09 11:54:56 [ForkJoinPool-1-worker-97] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[d5194783-f902-4282-9579-5cb895706be2].
2021-10-09 11:54:58 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/analysis GET: 9 ms, 0 Kb
2021-10-09 11:54:58 [http-nio-80-exec-4] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:58 [http-nio-80-exec-9] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:58 [http-nio-80-exec-7] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:58 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/33380b7a-7705-4f65-916b-7e6ecd0cbf20 GET: 8 ms, 0 Kb
2021-10-09 11:54:58 [http-nio-80-exec-8] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:59 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/rloops?sort=position&order=ASC&pageSize=10&pageNumber=0 GET: 481 ms, 4 Kb
2021-10-09 11:54:59 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/average/length GET: 300 ms, 0 Kb
2021-10-09 11:54:59 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/total/length/m2 GET: 472 ms, 0 Kb
2021-10-09 11:54:59 [http-nio-80-exec-6] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:54:59 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/33380b7a-7705-4f65-916b-7e6ecd0cbf20/nucleic-counts PATCH: 94 ms, 0 Kb
2021-10-09 11:54:59 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/total/length/m1 GET: 961 ms, 0 Kb
2021-10-09 11:55:00 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/heatmap?segments=80&from=0&to=9994 GET: 1123 ms, 2 Kb
2021-10-09 11:55:05 [http-nio-80-exec-1] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/d5194783-f902-4282-9579-5cb895706be2;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:55:06 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/d5194783-f902-4282-9579-5cb895706be2/rloopr.bedgraph GET: 935 ms, 0 Kb
2021-10-09 12:05:57 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 132 ms, 0 Kb
2021-10-09 12:05:58 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 432 ms, 1 Kb
2021-10-09 12:05:58 [http-nio-80-exec-5] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[24e50f65-d60d-44b0-a22e-0304e2cca933].
2021-10-09 12:05:58 [ForkJoinPool-1-worker-36] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[24e50f65-d60d-44b0-a22e-0304e2cca933] for cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[24e50f65-d60d-44b0-a22e-0304e2cca933].
2021-10-09 12:05:58 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter POST: 46 ms, 0 Kb
2021-10-09 12:05:58 [ForkJoinPool-1-worker-36] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/24e50f65-d60d-44b0-a22e-0304e2cca933;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:05:58 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 36 ms, 0 Kb
2021-10-09 12:05:59 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 77 ms, 0 Kb
2021-10-09 12:05:59 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter/24e50f65-d60d-44b0-a22e-0304e2cca933 GET: 7 ms, 0 Kb
2021-10-09 12:05:59 [ForkJoinPool-1-worker-36] INFO  c.m.d.a.g4hunter.G4HunterService - Aggregate Quadruplex 24e50f65-d60d-44b0-a22e-0304e2cca933, aggregate: 100, analyse 86% of founded Quadruplex
2021-10-09 12:06:00 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 52 ms, 0 Kb
2021-10-09 12:06:00 [ForkJoinPool-1-worker-36] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[24e50f65-d60d-44b0-a22e-0304e2cca933].
2021-10-09 12:06:00 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter/24e50f65-d60d-44b0-a22e-0304e2cca933 DELETE: 19 ms, 0 Kb
2021-10-09 12:06:00 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 42 ms, 0 Kb
2021-10-09 12:06:01 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4killer POST: 11 ms, 0 Kb
2021-10-09 12:06:01 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 68 ms, 0 Kb
2021-10-09 12:06:02 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/p53predictor/tool POST: 5 ms, 0 Kb
2021-10-09 12:06:02 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 78 ms, 0 Kb
2021-10-09 12:06:03 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 494 ms, 1 Kb
2021-10-09 12:06:04 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 429 ms, 1 Kb
2021-10-09 12:06:04 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/d565c130-925d-4709-ab81-1a464d3d2478 GET: 8 ms, 0 Kb
2021-10-09 12:06:05 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 441 ms, 1 Kb
2021-10-09 12:06:05 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/effdf4a9-dff5-4ee2-860b-5f7d611a2c41/data?len=20&pos=10 GET: 8 ms, 0 Kb
2021-10-09 12:06:06 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 474 ms, 1 Kb
2021-10-09 12:06:07 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 424 ms, 1 Kb
2021-10-09 12:06:07 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/937845f6-4715-42df-8651-46e1fc5097dd DELETE: 59 ms, 0 Kb
2021-10-09 12:06:08 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/e513fc62-1949-4ad1-949d-a3078f556beb DELETE: 14 ms, 0 Kb
2021-10-09 12:06:08 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/41b2268c-c0fb-4778-9bbb-0d953b6f8be9 DELETE: 59 ms, 0 Kb
2021-10-09 12:06:09 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/445b074a-ddf6-4d64-88ae-5e84c2045803 DELETE: 61 ms, 0 Kb
2021-10-09 12:06:09 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/d565c130-925d-4709-ab81-1a464d3d2478 DELETE: 58 ms, 0 Kb
2021-10-09 12:06:09 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/6fb31f00-0d84-4e79-ade8-52aa9a6c15ae DELETE: 63 ms, 0 Kb
2021-10-09 12:06:10 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/effdf4a9-dff5-4ee2-860b-5f7d611a2c41 DELETE: 61 ms, 0 Kb
2021-10-09 12:06:10 [http-nio-80-exec-3] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.sequence.Sequence[b7fc8d39-8a33-4379-87c6-22c2e9b958c6].
2021-10-09 12:06:10 [ForkJoinPool-1-worker-36] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.sequence.Sequence[b7fc8d39-8a33-4379-87c6-22c2e9b958c6] for cz.mendelu.dnaAnalyser.sequence.Sequence[b7fc8d39-8a33-4379-87c6-22c2e9b958c6].
2021-10-09 12:06:10 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/text POST: 47 ms, 0 Kb
2021-10-09 12:06:10 [ForkJoinPool-1-worker-36] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.sequence.Sequence[b7fc8d39-8a33-4379-87c6-22c2e9b958c6].
2021-10-09 12:06:11 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/ncbi POST: 537 ms, 0 Kb
2021-10-09 12:06:12 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 77 ms, 0 Kb
2021-10-09 12:06:12 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 86 ms, 0 Kb
2021-10-09 12:07:33 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 858 ms, 3 Kb
2021-10-09 12:07:42 [http-nio-80-exec-7] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.sequence.Sequence[368a6491-ff72-4148-a92d-e9dc0664a4ff].
2021-10-09 12:07:42 [ForkJoinPool-1-worker-31] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.sequence.Sequence[368a6491-ff72-4148-a92d-e9dc0664a4ff] for cz.mendelu.dnaAnalyser.sequence.Sequence[368a6491-ff72-4148-a92d-e9dc0664a4ff].
2021-10-09 12:07:42 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/file POST: 104 ms, 0 Kb
2021-10-09 12:07:42 [ForkJoinPool-1-worker-31] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.sequence.Sequence[368a6491-ff72-4148-a92d-e9dc0664a4ff].
2021-10-09 12:07:42 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/368a6491-ff72-4148-a92d-e9dc0664a4ff GET: 9 ms, 0 Kb
2021-10-09 12:07:43 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 856 ms, 3 Kb
2021-10-09 12:07:43 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 860 ms, 3 Kb
2021-10-09 12:07:46 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=0 GET: 842 ms, 1 Kb
2021-10-09 12:07:49 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=1 GET: 831 ms, 2 Kb
2021-10-09 12:08:00 [http-nio-80-exec-4] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6].
2021-10-09 12:08:00 [ForkJoinPool-1-worker-31] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6] for cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6].
2021-10-09 12:08:00 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr POST: 80 ms, 0 Kb
2021-10-09 12:08:00 [ForkJoinPool-1-worker-31] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:01 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/analysis GET: 9 ms, 0 Kb
2021-10-09 12:08:03 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/analysis GET: 5 ms, 0 Kb
2021-10-09 12:08:03 [ForkJoinPool-1-worker-31] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6].
2021-10-09 12:08:06 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/analysis GET: 8 ms, 0 Kb
2021-10-09 12:08:06 [http-nio-80-exec-7] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:06 [http-nio-80-exec-1] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:06 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/368a6491-ff72-4148-a92d-e9dc0664a4ff GET: 9 ms, 0 Kb
2021-10-09 12:08:06 [http-nio-80-exec-2] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:06 [http-nio-80-exec-3] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:06 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/rloops?sort=position&order=ASC&pageSize=10&pageNumber=0 GET: 495 ms, 6 Kb
2021-10-09 12:08:06 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/average/length GET: 367 ms, 0 Kb
2021-10-09 12:08:06 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/total/length/m1 GET: 490 ms, 0 Kb
2021-10-09 12:08:06 [http-nio-80-exec-10] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:06 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/368a6491-ff72-4148-a92d-e9dc0664a4ff/nucleic-counts PATCH: 54 ms, 0 Kb
2021-10-09 12:08:07 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/total/length/m2 GET: 894 ms, 0 Kb
2021-10-09 12:08:08 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/ef1cb1fb-f84b-472b-9e30-b2f78ad0b3f6/heatmap?segments=80&from=0&to=22765 GET: 1205 ms, 2 Kb
2021-10-09 12:08:08 [http-nio-80-exec-8] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[dc419ed6-b076-4f14-aede-b6dd0dbfdc17].
2021-10-09 12:08:08 [ForkJoinPool-1-worker-23] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[dc419ed6-b076-4f14-aede-b6dd0dbfdc17] for cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[dc419ed6-b076-4f14-aede-b6dd0dbfdc17].
2021-10-09 12:08:08 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr POST: 83 ms, 0 Kb
2021-10-09 12:08:08 [ForkJoinPool-1-worker-23] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/dc419ed6-b076-4f14-aede-b6dd0dbfdc17;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 12:08:08 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/dc419ed6-b076-4f14-aede-b6dd0dbfdc17/analysis GET: 9 ms, 0 Kb
2021-10-09 12:08:10 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/dc419ed6-b076-4f14-aede-b6dd0dbfdc17/analysis GET: 5 ms, 0 Kb
2021-10-09 12:08:11 [ForkJoinPool-1-worker-23] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[dc419ed6-b076-4f14-aede-b6dd0dbfdc17].
